CustomerID,Name,Age,Income,LoanAmount,LoanTerm,CreditScore,Default,TransactionHistory
398,Customer_398,23,6192,47699,45,745,0,"[{""amount"": 311, ""date"": ""2023-08-25""}, {""amount"": 111, ""date"": ""2023-06-15""}, {""amount"": 455, ""date"": ""2023-09-17""}, {""amount"": 678, ""date"": ""2023-05-03""}, {""amount"": 373, ""date"": ""2023-07-13""}, {""amount"": 410, ""date"": ""2023-09-15""}, {""amount"": 879, ""date"": ""2023-05-11""}, {""amount"": 380, ""date"": ""2023-07-03""}, {""amount"": 512, ""date"": ""2023-10-13""}, {""amount"": 784, ""date"": ""2023-07-16""}, {""amount"": 417, ""date"": ""2023-10-14""}, {""amount"": 892, ""date"": ""2023-12-16""}, {""amount"": 632, ""date"": ""2023-04-27""}, {""amount"": 954, ""date"": ""2023-09-25""}, {""amount"": 705, ""date"": ""2023-08-27""}, {""amount"": 261, ""date"": ""2023-01-04""}, {""amount"": 427, ""date"": ""2023-11-11""}, {""amount"": 271, ""date"": ""2023-12-24""}]"
399,Customer_399,18,19963,18126,23,646,0,"[{""amount"": 124, ""date"": ""2023-08-30""}, {""amount"": 857, ""date"": ""2023-01-16""}, {""amount"": 217, ""date"": ""2023-05-31""}, {""amount"": 583, ""date"": ""2023-12-20""}, {""amount"": 990, ""date"": ""2023-03-22""}, {""amount"": 720, ""date"": ""2023-05-06""}, {""amount"": 347, ""date"": ""2023-07-12""}, {""amount"": 986, ""date"": ""2023-07-16""}, {""amount"": 618, ""date"": ""2023-09-08""}, {""amount"": 823, ""date"": ""2023-01-17""}, {""amount"": 181, ""date"": ""2023-03-18""}, {""amount"": 430, ""date"": ""2023-07-02""}, {""amount"": 908, ""date"": ""2023-01-28""}, {""amount"": 646, ""date"": ""2023-09-28""}, {""amount"": 876, ""date"": ""2023-02-22""}, {""amount"": 912, ""date"": ""2023-08-07""}, {""amount"": 827, ""date"": ""2023-01-22""}]"
400,Customer_400,26,5859,35926,15,710,1,"[{""amount"": 202, ""date"": ""2023-05-31""}, {""amount"": 779, ""date"": ""2023-10-17""}, {""amount"": 857, ""date"": ""2023-09-09""}, {""amount"": 795, ""date"": ""2023-03-29""}, {""amount"": 320, ""date"": ""2023-09-28""}, {""amount"": 289, ""date"": ""2023-06-17""}, {""amount"": 448, ""date"": ""2023-09-03""}, {""amount"": 532, ""date"": ""2023-03-04""}, {""amount"": 726, ""date"": ""2023-09-04""}, {""amount"": 578, ""date"": ""2023-05-24""}, {""amount"": 451, ""date"": ""2023-09-22""}, {""amount"": 456, ""date"": ""2023-12-31""}, {""amount"": 567, ""date"": ""2023-01-16""}, {""amount"": 182, ""date"": ""2023-12-28""}, {""amount"": 799, ""date"": ""2023-11-17""}, {""amount"": 676, ""date"": ""2023-02-25""}, {""amount"": 789, ""date"": ""2023-11-14""}]"
401,Customer_401,33,19709,49590,41,474,0,"[{""amount"": 430, ""date"": ""2023-08-11""}, {""amount"": 519, ""date"": ""2023-01-03""}, {""amount"": 869, ""date"": ""2023-04-23""}, {""amount"": 984, ""date"": ""2023-12-30""}, {""amount"": 136, ""date"": ""2023-01-14""}, {""amount"": 263, ""date"": ""2023-09-03""}]"
402,Customer_402,33,10292,20926,50,444,0,"[{""amount"": 978, ""date"": ""2023-12-26""}, {""amount"": 653, ""date"": ""2023-01-05""}, {""amount"": 864, ""date"": ""2023-04-19""}, {""amount"": 562, ""date"": ""2023-04-19""}, {""amount"": 573, ""date"": ""2023-02-12""}, {""amount"": 954, ""date"": ""2023-10-30""}, {""amount"": 928, ""date"": ""2023-11-03""}]"
403,Customer_403,29,17811,29242,28,511,0,"[{""amount"": 177, ""date"": ""2023-11-18""}, {""amount"": 407, ""date"": ""2023-04-07""}, {""amount"": 551, ""date"": ""2023-12-23""}, {""amount"": 276, ""date"": ""2023-01-30""}, {""amount"": 167, ""date"": ""2023-03-11""}, {""amount"": 767, ""date"": ""2023-02-22""}, {""amount"": 338, ""date"": ""2023-09-20""}]"
404,Customer_404,22,16856,5043,11,634,0,"[{""amount"": 421, ""date"": ""2023-11-20""}, {""amount"": 803, ""date"": ""2023-01-09""}, {""amount"": 456, ""date"": ""2023-12-27""}, {""amount"": 134, ""date"": ""2023-09-17""}, {""amount"": 773, ""date"": ""2023-05-28""}, {""amount"": 743, ""date"": ""2023-08-26""}, {""amount"": 193, ""date"": ""2023-10-10""}, {""amount"": 831, ""date"": ""2023-12-26""}, {""amount"": 599, ""date"": ""2023-11-22""}, {""amount"": 762, ""date"": ""2023-03-19""}, {""amount"": 318, ""date"": ""2023-08-31""}, {""amount"": 138, ""date"": ""2023-06-27""}, {""amount"": 842, ""date"": ""2023-05-18""}, {""amount"": 331, ""date"": ""2023-12-16""}, {""amount"": 976, ""date"": ""2023-07-04""}, {""amount"": 289, ""date"": ""2023-05-17""}, {""amount"": 756, ""date"": ""2023-08-12""}]"
405,Customer_405,57,8720,46537,28,821,0,"[{""amount"": 604, ""date"": ""2023-09-06""}, {""amount"": 342, ""date"": ""2023-05-12""}, {""amount"": 159, ""date"": ""2023-03-30""}, {""amount"": 578, ""date"": ""2023-01-12""}, {""amount"": 733, ""date"": ""2023-08-25""}, {""amount"": 525, ""date"": ""2023-02-05""}, {""amount"": 347, ""date"": ""2023-01-27""}, {""amount"": 727, ""date"": ""2023-06-26""}, {""amount"": 230, ""date"": ""2023-11-02""}, {""amount"": 723, ""date"": ""2023-01-12""}, {""amount"": 142, ""date"": ""2023-01-22""}, {""amount"": 226, ""date"": ""2023-10-05""}, {""amount"": 180, ""date"": ""2023-09-22""}, {""amount"": 315, ""date"": ""2023-12-26""}, {""amount"": 825, ""date"": ""2023-08-28""}, {""amount"": 623, ""date"": ""2023-06-13""}]"
406,Customer_406,46,2372,32598,15,792,0,"[{""amount"": 446, ""date"": ""2023-02-02""}, {""amount"": 197, ""date"": ""2023-04-18""}, {""amount"": 864, ""date"": ""2023-02-23""}, {""amount"": 844, ""date"": ""2023-02-26""}, {""amount"": 609, ""date"": ""2023-07-09""}, {""amount"": 541, ""date"": ""2023-03-08""}, {""amount"": 704, ""date"": ""2023-02-02""}]"
407,Customer_407,63,5168,17645,60,619,0,"[{""amount"": 353, ""date"": ""2023-05-24""}, {""amount"": 719, ""date"": ""2023-12-18""}, {""amount"": 834, ""date"": ""2023-07-29""}, {""amount"": 305, ""date"": ""2023-11-01""}, {""amount"": 300, ""date"": ""2023-06-14""}, {""amount"": 568, ""date"": ""2023-04-11""}, {""amount"": 766, ""date"": ""2023-11-08""}, {""amount"": 137, ""date"": ""2023-06-28""}, {""amount"": 720, ""date"": ""2023-06-12""}, {""amount"": 110, ""date"": ""2023-08-12""}, {""amount"": 440, ""date"": ""2023-09-29""}, {""amount"": 975, ""date"": ""2023-02-15""}]"
408,Customer_408,44,19890,19598,7,744,0,"[{""amount"": 782, ""date"": ""2023-10-07""}, {""amount"": 544, ""date"": ""2023-09-25""}, {""amount"": 622, ""date"": ""2023-03-09""}, {""amount"": 407, ""date"": ""2023-10-20""}, {""amount"": 405, ""date"": ""2023-07-20""}, {""amount"": 423, ""date"": ""2023-12-22""}, {""amount"": 947, ""date"": ""2023-11-05""}, {""amount"": 450, ""date"": ""2023-06-18""}, {""amount"": 995, ""date"": ""2023-12-04""}, {""amount"": 901, ""date"": ""2023-01-19""}, {""amount"": 739, ""date"": ""2023-11-20""}, {""amount"": 633, ""date"": ""2023-07-04""}, {""amount"": 663, ""date"": ""2023-08-26""}, {""amount"": 826, ""date"": ""2023-07-26""}]"
409,Customer_409,28,14629,23553,49,463,0,"[{""amount"": 625, ""date"": ""2023-09-08""}, {""amount"": 565, ""date"": ""2023-01-30""}, {""amount"": 786, ""date"": ""2023-06-23""}, {""amount"": 317, ""date"": ""2023-11-22""}, {""amount"": 592, ""date"": ""2023-01-09""}, {""amount"": 349, ""date"": ""2023-06-26""}, {""amount"": 350, ""date"": ""2023-07-12""}, {""amount"": 166, ""date"": ""2023-03-03""}, {""amount"": 493, ""date"": ""2023-01-12""}, {""amount"": 419, ""date"": ""2023-10-15""}, {""amount"": 901, ""date"": ""2023-03-26""}, {""amount"": 813, ""date"": ""2023-12-09""}, {""amount"": 447, ""date"": ""2023-11-26""}, {""amount"": 247, ""date"": ""2023-07-05""}]"
410,Customer_410,70,8424,34871,11,655,0,"[{""amount"": 920, ""date"": ""2023-09-10""}, {""amount"": 472, ""date"": ""2023-08-06""}, {""amount"": 726, ""date"": ""2023-07-18""}, {""amount"": 919, ""date"": ""2023-10-19""}, {""amount"": 692, ""date"": ""2023-02-03""}, {""amount"": 489, ""date"": ""2023-07-08""}, {""amount"": 367, ""date"": ""2023-12-30""}, {""amount"": 783, ""date"": ""2023-07-30""}, {""amount"": 934, ""date"": ""2023-07-10""}, {""amount"": 219, ""date"": ""2023-05-25""}, {""amount"": 356, ""date"": ""2023-09-27""}, {""amount"": 148, ""date"": ""2023-09-14""}]"
411,Customer_411,64,11218,8244,48,436,1,"[{""amount"": 685, ""date"": ""2023-06-03""}, {""amount"": 204, ""date"": ""2023-11-10""}, {""amount"": 670, ""date"": ""2023-01-15""}, {""amount"": 474, ""date"": ""2023-11-11""}, {""amount"": 825, ""date"": ""2023-07-20""}, {""amount"": 339, ""date"": ""2023-10-19""}, {""amount"": 593, ""date"": ""2023-12-21""}, {""amount"": 413, ""date"": ""2023-05-16""}, {""amount"": 494, ""date"": ""2023-04-04""}, {""amount"": 171, ""date"": ""2023-05-16""}, {""amount"": 933, ""date"": ""2023-07-25""}, {""amount"": 292, ""date"": ""2023-10-25""}, {""amount"": 784, ""date"": ""2023-05-28""}, {""amount"": 423, ""date"": ""2023-06-17""}, {""amount"": 217, ""date"": ""2023-11-18""}]"
412,Customer_412,67,5527,38283,10,671,0,"[{""amount"": 159, ""date"": ""2023-09-04""}, {""amount"": 838, ""date"": ""2023-04-17""}, {""amount"": 361, ""date"": ""2023-11-19""}, {""amount"": 943, ""date"": ""2023-03-05""}, {""amount"": 847, ""date"": ""2023-05-13""}, {""amount"": 401, ""date"": ""2023-10-16""}]"
413,Customer_413,45,4251,15747,13,660,0,"[{""amount"": 823, ""date"": ""2023-12-09""}, {""amount"": 168, ""date"": ""2023-06-09""}, {""amount"": 452, ""date"": ""2023-08-08""}, {""amount"": 673, ""date"": ""2023-07-25""}, {""amount"": 770, ""date"": ""2023-03-24""}, {""amount"": 431, ""date"": ""2023-07-02""}, {""amount"": 470, ""date"": ""2023-09-25""}, {""amount"": 182, ""date"": ""2023-04-23""}, {""amount"": 832, ""date"": ""2023-01-19""}]"
414,Customer_414,69,2243,26538,60,473,1,"[{""amount"": 551, ""date"": ""2023-02-03""}, {""amount"": 732, ""date"": ""2023-02-12""}, {""amount"": 321, ""date"": ""2023-07-23""}, {""amount"": 156, ""date"": ""2023-02-05""}, {""amount"": 273, ""date"": ""2023-06-25""}, {""amount"": 870, ""date"": ""2023-05-12""}, {""amount"": 158, ""date"": ""2023-06-16""}, {""amount"": 372, ""date"": ""2023-04-06""}, {""amount"": 241, ""date"": ""2023-09-25""}, {""amount"": 581, ""date"": ""2023-08-10""}]"
415,Customer_415,53,18758,10414,25,489,0,"[{""amount"": 942, ""date"": ""2023-04-20""}, {""amount"": 188, ""date"": ""2023-07-14""}, {""amount"": 181, ""date"": ""2023-11-27""}, {""amount"": 256, ""date"": ""2023-08-09""}, {""amount"": 855, ""date"": ""2023-04-12""}, {""amount"": 232, ""date"": ""2023-08-09""}, {""amount"": 784, ""date"": ""2023-09-26""}]"
416,Customer_416,59,15151,43864,56,600,0,"[{""amount"": 195, ""date"": ""2023-06-18""}, {""amount"": 419, ""date"": ""2023-04-27""}, {""amount"": 671, ""date"": ""2023-03-14""}, {""amount"": 454, ""date"": ""2023-06-08""}, {""amount"": 556, ""date"": ""2023-01-26""}, {""amount"": 625, ""date"": ""2023-10-06""}, {""amount"": 456, ""date"": ""2023-08-17""}]"
417,Customer_417,36,6161,49466,57,826,0,"[{""amount"": 808, ""date"": ""2023-01-01""}, {""amount"": 634, ""date"": ""2023-12-20""}, {""amount"": 495, ""date"": ""2023-02-22""}, {""amount"": 218, ""date"": ""2023-05-13""}, {""amount"": 598, ""date"": ""2023-11-24""}, {""amount"": 806, ""date"": ""2023-03-18""}]"
418,Customer_418,52,4512,13333,44,796,0,"[{""amount"": 102, ""date"": ""2023-04-08""}, {""amount"": 607, ""date"": ""2023-07-29""}, {""amount"": 212, ""date"": ""2023-02-05""}, {""amount"": 370, ""date"": ""2023-09-09""}, {""amount"": 558, ""date"": ""2023-11-02""}, {""amount"": 723, ""date"": ""2023-06-26""}, {""amount"": 332, ""date"": ""2023-03-13""}, {""amount"": 174, ""date"": ""2023-03-03""}, {""amount"": 771, ""date"": ""2023-07-27""}, {""amount"": 885, ""date"": ""2023-09-04""}, {""amount"": 671, ""date"": ""2023-05-25""}, {""amount"": 956, ""date"": ""2023-12-09""}, {""amount"": 942, ""date"": ""2023-08-19""}]"
419,Customer_419,69,13662,43742,59,441,0,"[{""amount"": 861, ""date"": ""2023-11-08""}, {""amount"": 932, ""date"": ""2023-07-18""}, {""amount"": 339, ""date"": ""2023-02-28""}, {""amount"": 532, ""date"": ""2023-08-09""}, {""amount"": 692, ""date"": ""2023-06-29""}, {""amount"": 289, ""date"": ""2023-09-21""}, {""amount"": 297, ""date"": ""2023-05-10""}, {""amount"": 612, ""date"": ""2023-08-16""}, {""amount"": 111, ""date"": ""2023-04-23""}, {""amount"": 934, ""date"": ""2023-02-21""}]"
420,Customer_420,48,17893,36715,19,663,1,"[{""amount"": 709, ""date"": ""2023-07-23""}, {""amount"": 667, ""date"": ""2023-08-25""}, {""amount"": 407, ""date"": ""2023-12-02""}, {""amount"": 517, ""date"": ""2023-08-09""}, {""amount"": 664, ""date"": ""2023-04-18""}, {""amount"": 634, ""date"": ""2023-04-28""}]"
421,Customer_421,61,8341,14047,17,552,0,"[{""amount"": 104, ""date"": ""2023-12-18""}, {""amount"": 394, ""date"": ""2023-12-20""}, {""amount"": 939, ""date"": ""2023-08-17""}, {""amount"": 808, ""date"": ""2023-09-02""}, {""amount"": 458, ""date"": ""2023-05-02""}, {""amount"": 654, ""date"": ""2023-06-07""}, {""amount"": 867, ""date"": ""2023-03-01""}, {""amount"": 323, ""date"": ""2023-02-23""}, {""amount"": 461, ""date"": ""2023-09-20""}, {""amount"": 716, ""date"": ""2023-12-26""}, {""amount"": 762, ""date"": ""2023-04-25""}, {""amount"": 884, ""date"": ""2023-12-15""}, {""amount"": 627, ""date"": ""2023-02-08""}, {""amount"": 768, ""date"": ""2023-11-05""}, {""amount"": 427, ""date"": ""2023-02-25""}, {""amount"": 666, ""date"": ""2023-02-13""}, {""amount"": 286, ""date"": ""2023-12-30""}, {""amount"": 282, ""date"": ""2023-04-17""}, {""amount"": 981, ""date"": ""2023-05-04""}]"
422,Customer_422,36,10993,13997,29,351,0,"[{""amount"": 165, ""date"": ""2023-12-24""}, {""amount"": 406, ""date"": ""2023-04-01""}, {""amount"": 916, ""date"": ""2023-08-23""}, {""amount"": 584, ""date"": ""2023-06-07""}, {""amount"": 847, ""date"": ""2023-04-08""}, {""amount"": 209, ""date"": ""2023-09-30""}, {""amount"": 585, ""date"": ""2023-04-04""}, {""amount"": 996, ""date"": ""2023-01-04""}, {""amount"": 663, ""date"": ""2023-07-30""}, {""amount"": 751, ""date"": ""2023-12-24""}, {""amount"": 553, ""date"": ""2023-04-07""}]"
423,Customer_423,63,17978,49893,44,457,0,"[{""amount"": 976, ""date"": ""2023-12-24""}, {""amount"": 681, ""date"": ""2023-10-24""}, {""amount"": 790, ""date"": ""2023-08-05""}, {""amount"": 174, ""date"": ""2023-08-23""}, {""amount"": 559, ""date"": ""2023-04-09""}, {""amount"": 600, ""date"": ""2023-08-22""}, {""amount"": 265, ""date"": ""2023-08-16""}, {""amount"": 127, ""date"": ""2023-07-17""}, {""amount"": 338, ""date"": ""2023-08-16""}, {""amount"": 943, ""date"": ""2023-12-25""}, {""amount"": 182, ""date"": ""2023-01-16""}, {""amount"": 986, ""date"": ""2023-04-01""}, {""amount"": 110, ""date"": ""2023-01-13""}]"
424,Customer_424,41,14827,17013,60,523,0,"[{""amount"": 711, ""date"": ""2023-04-05""}, {""amount"": 145, ""date"": ""2023-05-13""}, {""amount"": 484, ""date"": ""2023-03-18""}, {""amount"": 790, ""date"": ""2023-07-23""}, {""amount"": 428, ""date"": ""2023-06-10""}]"
425,Customer_425,19,17507,41822,59,394,0,"[{""amount"": 883, ""date"": ""2023-10-23""}, {""amount"": 313, ""date"": ""2023-08-27""}, {""amount"": 150, ""date"": ""2023-05-04""}, {""amount"": 753, ""date"": ""2023-01-17""}, {""amount"": 831, ""date"": ""2023-07-26""}, {""amount"": 619, ""date"": ""2023-01-20""}, {""amount"": 906, ""date"": ""2023-09-01""}, {""amount"": 290, ""date"": ""2023-11-04""}, {""amount"": 861, ""date"": ""2023-03-31""}, {""amount"": 442, ""date"": ""2023-11-21""}, {""amount"": 642, ""date"": ""2023-10-15""}, {""amount"": 956, ""date"": ""2023-05-15""}, {""amount"": 677, ""date"": ""2023-03-15""}, {""amount"": 592, ""date"": ""2023-07-16""}, {""amount"": 996, ""date"": ""2023-01-23""}, {""amount"": 502, ""date"": ""2023-04-10""}, {""amount"": 114, ""date"": ""2023-10-29""}, {""amount"": 138, ""date"": ""2023-01-10""}]"
426,Customer_426,24,5983,9614,17,564,0,"[{""amount"": 909, ""date"": ""2023-06-26""}, {""amount"": 601, ""date"": ""2023-11-20""}, {""amount"": 625, ""date"": ""2023-12-01""}, {""amount"": 667, ""date"": ""2023-05-16""}, {""amount"": 541, ""date"": ""2023-10-09""}, {""amount"": 586, ""date"": ""2023-07-05""}, {""amount"": 115, ""date"": ""2023-05-03""}, {""amount"": 586, ""date"": ""2023-09-14""}]"
427,Customer_427,60,6935,31186,46,750,0,"[{""amount"": 935, ""date"": ""2023-12-27""}, {""amount"": 775, ""date"": ""2023-07-22""}, {""amount"": 361, ""date"": ""2023-01-31""}, {""amount"": 216, ""date"": ""2023-12-28""}, {""amount"": 295, ""date"": ""2023-04-18""}, {""amount"": 790, ""date"": ""2023-12-02""}, {""amount"": 434, ""date"": ""2023-02-19""}, {""amount"": 399, ""date"": ""2023-11-08""}, {""amount"": 420, ""date"": ""2023-08-26""}]"
428,Customer_428,66,8941,41297,59,356,0,"[{""amount"": 639, ""date"": ""2023-09-05""}, {""amount"": 316, ""date"": ""2023-04-26""}, {""amount"": 340, ""date"": ""2023-08-21""}, {""amount"": 396, ""date"": ""2023-09-11""}, {""amount"": 888, ""date"": ""2023-10-07""}, {""amount"": 987, ""date"": ""2023-10-17""}, {""amount"": 374, ""date"": ""2023-02-06""}, {""amount"": 843, ""date"": ""2023-02-28""}]"
429,Customer_429,48,19827,9272,37,635,0,"[{""amount"": 194, ""date"": ""2023-01-03""}, {""amount"": 135, ""date"": ""2023-10-20""}, {""amount"": 923, ""date"": ""2023-05-28""}, {""amount"": 236, ""date"": ""2023-08-31""}, {""amount"": 123, ""date"": ""2023-02-13""}, {""amount"": 486, ""date"": ""2023-05-16""}, {""amount"": 120, ""date"": ""2023-08-31""}, {""amount"": 363, ""date"": ""2023-09-01""}, {""amount"": 988, ""date"": ""2023-05-08""}, {""amount"": 284, ""date"": ""2023-06-26""}, {""amount"": 863, ""date"": ""2023-11-07""}, {""amount"": 948, ""date"": ""2023-09-12""}, {""amount"": 292, ""date"": ""2023-07-15""}, {""amount"": 395, ""date"": ""2023-07-27""}]"
430,Customer_430,34,16640,44759,9,740,0,"[{""amount"": 930, ""date"": ""2023-04-17""}, {""amount"": 460, ""date"": ""2023-10-27""}, {""amount"": 915, ""date"": ""2023-06-15""}, {""amount"": 688, ""date"": ""2023-12-19""}, {""amount"": 194, ""date"": ""2023-07-05""}]"
431,Customer_431,44,2945,37019,8,402,0,"[{""amount"": 952, ""date"": ""2023-03-16""}, {""amount"": 107, ""date"": ""2023-03-17""}, {""amount"": 681, ""date"": ""2023-01-07""}, {""amount"": 717, ""date"": ""2023-02-12""}, {""amount"": 831, ""date"": ""2023-12-31""}, {""amount"": 317, ""date"": ""2023-10-20""}, {""amount"": 424, ""date"": ""2023-10-27""}, {""amount"": 276, ""date"": ""2023-05-13""}, {""amount"": 481, ""date"": ""2023-02-07""}, {""amount"": 937, ""date"": ""2023-03-14""}, {""amount"": 434, ""date"": ""2023-03-28""}, {""amount"": 797, ""date"": ""2023-10-20""}, {""amount"": 346, ""date"": ""2023-09-13""}, {""amount"": 915, ""date"": ""2023-02-22""}]"
432,Customer_432,53,2848,29830,13,657,0,"[{""amount"": 164, ""date"": ""2023-03-11""}, {""amount"": 435, ""date"": ""2023-12-10""}, {""amount"": 374, ""date"": ""2023-04-28""}, {""amount"": 794, ""date"": ""2023-09-23""}, {""amount"": 762, ""date"": ""2023-02-11""}, {""amount"": 990, ""date"": ""2023-12-08""}, {""amount"": 911, ""date"": ""2023-07-03""}, {""amount"": 901, ""date"": ""2023-03-27""}, {""amount"": 686, ""date"": ""2023-06-27""}, {""amount"": 179, ""date"": ""2023-06-02""}, {""amount"": 899, ""date"": ""2023-02-06""}, {""amount"": 120, ""date"": ""2023-06-30""}]"
433,Customer_433,67,18703,48841,8,516,0,"[{""amount"": 280, ""date"": ""2023-04-10""}, {""amount"": 106, ""date"": ""2023-10-27""}, {""amount"": 439, ""date"": ""2023-09-02""}, {""amount"": 387, ""date"": ""2023-09-16""}, {""amount"": 892, ""date"": ""2023-02-13""}, {""amount"": 802, ""date"": ""2023-03-07""}, {""amount"": 257, ""date"": ""2023-10-14""}, {""amount"": 510, ""date"": ""2023-08-15""}, {""amount"": 540, ""date"": ""2023-04-17""}, {""amount"": 413, ""date"": ""2023-07-25""}, {""amount"": 482, ""date"": ""2023-12-29""}, {""amount"": 963, ""date"": ""2023-12-10""}, {""amount"": 605, ""date"": ""2023-05-22""}, {""amount"": 166, ""date"": ""2023-08-03""}, {""amount"": 784, ""date"": ""2023-07-01""}, {""amount"": 861, ""date"": ""2023-05-26""}, {""amount"": 937, ""date"": ""2023-03-03""}, {""amount"": 797, ""date"": ""2023-06-24""}]"
434,Customer_434,60,9640,43299,31,561,0,"[{""amount"": 631, ""date"": ""2023-12-26""}, {""amount"": 100, ""date"": ""2023-08-20""}, {""amount"": 335, ""date"": ""2023-05-01""}, {""amount"": 705, ""date"": ""2023-12-11""}, {""amount"": 237, ""date"": ""2023-05-20""}, {""amount"": 824, ""date"": ""2023-03-07""}, {""amount"": 879, ""date"": ""2023-01-06""}, {""amount"": 753, ""date"": ""2023-01-04""}, {""amount"": 324, ""date"": ""2023-04-07""}, {""amount"": 360, ""date"": ""2023-12-23""}, {""amount"": 520, ""date"": ""2023-12-14""}, {""amount"": 924, ""date"": ""2023-04-29""}, {""amount"": 975, ""date"": ""2023-02-13""}]"
435,Customer_435,27,15189,31340,52,526,0,"[{""amount"": 121, ""date"": ""2023-10-24""}, {""amount"": 634, ""date"": ""2023-12-22""}, {""amount"": 306, ""date"": ""2023-07-23""}, {""amount"": 952, ""date"": ""2023-07-03""}, {""amount"": 115, ""date"": ""2023-07-14""}, {""amount"": 182, ""date"": ""2023-11-26""}, {""amount"": 322, ""date"": ""2023-08-04""}, {""amount"": 410, ""date"": ""2023-10-09""}, {""amount"": 491, ""date"": ""2023-09-04""}, {""amount"": 238, ""date"": ""2023-03-29""}, {""amount"": 168, ""date"": ""2023-02-22""}, {""amount"": 884, ""date"": ""2023-10-16""}, {""amount"": 299, ""date"": ""2023-12-20""}, {""amount"": 899, ""date"": ""2023-12-21""}, {""amount"": 977, ""date"": ""2023-09-12""}]"
436,Customer_436,62,4093,15505,11,695,0,"[{""amount"": 529, ""date"": ""2023-12-03""}, {""amount"": 538, ""date"": ""2023-09-01""}, {""amount"": 125, ""date"": ""2023-03-29""}, {""amount"": 618, ""date"": ""2023-01-31""}, {""amount"": 239, ""date"": ""2023-04-24""}, {""amount"": 123, ""date"": ""2023-03-13""}, {""amount"": 420, ""date"": ""2023-08-27""}, {""amount"": 735, ""date"": ""2023-11-27""}, {""amount"": 874, ""date"": ""2023-12-06""}, {""amount"": 679, ""date"": ""2023-08-09""}, {""amount"": 579, ""date"": ""2023-06-15""}, {""amount"": 201, ""date"": ""2023-03-13""}, {""amount"": 300, ""date"": ""2023-08-30""}, {""amount"": 400, ""date"": ""2023-09-18""}, {""amount"": 809, ""date"": ""2023-05-28""}]"
437,Customer_437,31,7088,13205,22,542,0,"[{""amount"": 564, ""date"": ""2023-02-11""}, {""amount"": 852, ""date"": ""2023-10-29""}, {""amount"": 810, ""date"": ""2023-12-21""}, {""amount"": 421, ""date"": ""2023-09-08""}, {""amount"": 130, ""date"": ""2023-10-31""}]"
438,Customer_438,24,11790,25917,56,486,0,"[{""amount"": 217, ""date"": ""2023-12-20""}, {""amount"": 293, ""date"": ""2023-08-23""}, {""amount"": 165, ""date"": ""2023-01-19""}, {""amount"": 285, ""date"": ""2023-07-25""}, {""amount"": 123, ""date"": ""2023-03-05""}, {""amount"": 628, ""date"": ""2023-01-08""}, {""amount"": 454, ""date"": ""2023-12-29""}, {""amount"": 902, ""date"": ""2023-06-12""}, {""amount"": 872, ""date"": ""2023-04-03""}, {""amount"": 801, ""date"": ""2023-02-10""}, {""amount"": 467, ""date"": ""2023-03-22""}, {""amount"": 222, ""date"": ""2023-01-21""}, {""amount"": 685, ""date"": ""2023-11-12""}, {""amount"": 649, ""date"": ""2023-10-19""}, {""amount"": 353, ""date"": ""2023-12-17""}, {""amount"": 605, ""date"": ""2023-10-21""}, {""amount"": 608, ""date"": ""2023-06-28""}]"
439,Customer_439,56,19740,18272,14,748,0,"[{""amount"": 723, ""date"": ""2023-06-28""}, {""amount"": 842, ""date"": ""2023-06-26""}, {""amount"": 541, ""date"": ""2023-02-23""}, {""amount"": 391, ""date"": ""2023-02-19""}, {""amount"": 370, ""date"": ""2023-02-10""}, {""amount"": 233, ""date"": ""2023-04-03""}, {""amount"": 190, ""date"": ""2023-03-07""}, {""amount"": 842, ""date"": ""2023-04-28""}, {""amount"": 445, ""date"": ""2023-08-01""}, {""amount"": 878, ""date"": ""2023-03-11""}]"
440,Customer_440,57,19143,25601,23,357,0,"[{""amount"": 202, ""date"": ""2023-11-09""}, {""amount"": 165, ""date"": ""2023-04-23""}, {""amount"": 287, ""date"": ""2023-04-17""}, {""amount"": 913, ""date"": ""2023-09-18""}, {""amount"": 518, ""date"": ""2023-02-05""}, {""amount"": 660, ""date"": ""2023-03-21""}, {""amount"": 781, ""date"": ""2023-07-15""}, {""amount"": 471, ""date"": ""2023-11-23""}, {""amount"": 992, ""date"": ""2023-03-25""}, {""amount"": 422, ""date"": ""2023-03-15""}, {""amount"": 181, ""date"": ""2023-01-22""}, {""amount"": 427, ""date"": ""2023-06-27""}, {""amount"": 495, ""date"": ""2023-03-26""}, {""amount"": 495, ""date"": ""2023-07-10""}, {""amount"": 931, ""date"": ""2023-12-02""}, {""amount"": 474, ""date"": ""2023-01-20""}, {""amount"": 714, ""date"": ""2023-01-20""}, {""amount"": 645, ""date"": ""2023-04-22""}, {""amount"": 739, ""date"": ""2023-05-29""}]"
441,Customer_441,26,5387,6323,56,656,0,"[{""amount"": 563, ""date"": ""2023-04-20""}, {""amount"": 235, ""date"": ""2023-10-18""}, {""amount"": 753, ""date"": ""2023-04-22""}, {""amount"": 211, ""date"": ""2023-06-01""}, {""amount"": 586, ""date"": ""2023-04-02""}, {""amount"": 903, ""date"": ""2023-03-12""}, {""amount"": 482, ""date"": ""2023-04-25""}, {""amount"": 316, ""date"": ""2023-12-02""}, {""amount"": 939, ""date"": ""2023-08-02""}, {""amount"": 680, ""date"": ""2023-12-23""}]"
